epoch,d_loss,g_loss,std_w1,corr_dist,score
1,5.724192639191945,0.41798561190565425,,,
2,-0.07576512545347214,1.4092200994491577,,,
3,-0.9869496151804924,2.2418210903803506,,,
4,-1.5650706390539806,2.6774170796076455,,,
5,-1.8573383390903473,2.5935322046279907,0.36142402393586104,0.26369148098679124,0.6251155049226522
6,-1.8688867390155792,2.018206000328064,,,
7,-2.033817102511724,1.6816609303156536,,,
8,-2.076569527387619,1.3961540063222249,,,
9,-2.0881738662719727,0.9761741062005361,,,
10,-2.1346050997575126,0.623041607439518,0.33147835032213807,0.2568356333330715,0.5883139836552096
11,-2.064817637205124,0.05478463446100553,,,
12,-2.109738518794378,-0.14974433680375418,,,
13,-2.0520633161067963,-0.3187024782722195,,,
14,-2.063845078150431,-0.24403926668067774,,,
15,-2.0293806989987693,-0.4840941031773885,0.2764574142044725,0.28613501235983335,0.5625924265643059
16,-2.021337608496348,-0.4282994829118252,,,
17,-2.024051378170649,-0.48977626860141754,,,
18,-1.9486431181430817,-0.5069112740457058,,,
19,-2.0130544900894165,-0.5129155168930689,,,
20,-1.9194378753503163,-0.6121507336695989,0.2508110718955123,0.270734131423793,0.5215452033193053
21,-1.982489635547002,-0.05196627353628477,,,
22,-2.003739366928736,-0.4393118182197213,,,
23,-2.0689357916514077,-0.31210871910055477,,,
24,-1.9458053608735402,-0.41044792781273526,,,
25,-2.1181240379810333,-0.6024428928891817,0.26789028285072963,0.26029756749842314,0.5281878503491528
26,-2.1047624746958413,-0.6518431703249613,,,
27,-2.1040203074614205,-0.48572833587725955,,,
28,-2.1003515223662057,-0.8357190589110056,,,
29,-2.1690536538759866,-0.4310428996880849,,,
30,-2.194500853617986,-0.6245679706335068,0.29108456923574805,0.25745279759839096,0.548537366834139
31,-2.220440457264582,-0.7784793923298517,,,
32,-2.193892866373062,-0.494442159930865,,,
33,-2.2658975422382355,-0.3837820856521527,,,
34,-2.2920244534810386,-0.31822567045067746,,,
35,-2.357269157965978,-0.37768926347295445,0.2997708792216523,0.2457284805508708,0.5454993597725231
36,-2.334839622179667,-0.519112341105938,,,
37,-2.317475120226542,-0.16360888754328093,,,
38,-2.3655582666397095,-0.12829173977176347,,,
39,-2.330995817979177,0.025838110595941544,,,
40,-2.3687104980150857,-0.2568044156456987,0.2937571554668235,0.2665044204944777,0.5602615759613012
41,-2.40682582060496,-0.24315333614746729,,,
42,-2.3905898133913674,-0.18269150455792746,,,
43,-2.3973485628763833,-0.30356987069050473,,,
44,-2.4456189274787903,-0.3770527659604947,,,
45,-2.3741798599561057,-0.654954398671786,0.27028320127381655,0.26594416640438134,0.5362273676781979
46,-2.417669177055359,-0.25737415067851543,,,
47,-2.4555077056090036,-0.4761881238470475,,,
48,-2.5373215675354004,-0.45413455553352833,,,
49,-2.5375872055689492,-0.5070893963177999,,,
50,-2.4612425565719604,-0.5415036876996359,0.2996867683949736,0.25849582384216674,0.5581825922371404
