epoch,d_loss,g_loss,std_w1,corr_dist,score
1,1.65716031110949,1.3701170856753986,,,
2,-1.8705774876806471,2.793095416492886,,,
3,-1.2460673616992102,2.070646974775526,,,
4,-0.9122333228588104,0.6225012487007512,,,
5,-1.0462711801131566,-0.37659298959705567,0.4917185331810874,0.23228309832501837,0.7240016315061057
6,-1.2515045603116353,0.21805484054817093,,,
7,-1.441689994600084,0.10168216253320377,,,
8,-1.3778480026457045,0.5644049075328641,,,
9,-1.4398884740140703,0.4235040218465858,,,
10,-1.4737743735313416,0.7220267181595167,0.2682827706202635,0.24923375503955103,0.5175165256598145
11,-1.5630744132730696,0.8022431217961841,,,
12,-1.5779122081067827,0.9954759279886881,,,
13,-1.615732643339369,0.961914019452201,,,
14,-1.6379575530687969,1.015541457467609,,,
15,-1.6696304844485388,1.0698020954926808,0.3037520098276746,0.243065636652964,0.5468176464806386
16,-1.6823846995830536,0.9567597409089407,,,
17,-1.6967303951581318,0.9125716264049212,,,
18,-1.6788047982586756,0.9335993064774407,,,
19,-1.6998121208614774,1.039994219938914,,,
20,-1.7184525430202484,1.2619880735874176,0.2951114843437218,0.23368910135064172,0.5288005856943635
21,-1.6967265407244365,0.9735875361495547,,,
22,-1.739964783191681,0.8361494698458247,,,
23,-1.7527208692497678,0.8650826579994626,,,
24,-1.7271012100908492,0.8531026045481364,,,
25,-1.7548934055699243,0.9318480955229865,0.2632006152004891,0.24913681039492652,0.5123374255954156
26,-1.720931304825677,0.9914487666553922,,,
27,-1.7410630815558963,0.9465848935974969,,,
28,-1.768731693426768,0.8278801052106751,,,
29,-1.7598850263489618,0.8219126330481635,,,
30,-1.773184107409583,0.6685619028802547,0.27683725651176294,0.23173262153611873,0.5085698780478817
31,-1.7766516274876065,0.6824348105324639,,,
32,-1.7606179118156433,0.8061270415782928,,,
33,-1.7517496082517836,0.8452340927388933,,,
34,-1.7805591225624084,0.7820426937606599,,,
35,-1.7915477024184332,0.8437414997153811,0.2931693464523077,0.22893695894706956,0.5221063053993773
36,-1.800476958354314,0.7654254717959298,,,
37,-1.7824308044380612,0.8147323065333896,,,
38,-1.7902455064985487,0.7797568307982551,,,
39,-1.7831074462996588,0.758223177658187,,,
40,-1.7800325353940327,0.7877560026115842,0.27688206383748504,0.2145389385938996,0.49142100243138465
41,-1.7719228333897061,0.7180248084995482,,,
42,-1.7750305698977575,0.7843942327631844,,,
43,-1.7798681490951114,0.813808583550983,,,
44,-1.7658744785520766,0.6810709635416666,,,
45,-1.7988805174827576,0.7459465406007237,0.2771827567778823,0.2353107680516959,0.5124935248295782
46,-1.7555481029881372,0.7001549932691786,,,
47,-1.7982476618554857,0.9048599021302329,,,
48,-1.794180499182807,0.7637261516518064,,,
49,-1.8333135280344222,0.7336908487810029,,,
50,-1.8322418199645147,0.51746558273832,0.29564696074568453,0.22640391905398682,0.5220508797996714
