epoch,d_loss,g_loss,std_w1,corr_dist,score
1,6.7853572527567545,0.10760845004447869,,,
2,2.091433564821879,0.29241094844681875,,,
3,0.7535009900728862,0.36369194303240093,,,
4,-0.8165309349695842,0.8231202193668911,,,
5,-1.8622968276341756,0.8081711445535932,0.4585886955077805,0.3628359428656922,0.8214246383734727
6,-1.6181540409723918,0.3658822327852249,,,
7,-1.9469751119613647,0.8720147396836962,,,
8,-2.9201277414957683,1.2193475791386195,,,
9,-3.1451924641927085,0.23102026964936936,,,
10,-3.2999365011850994,-0.10254252063376564,0.44639768212660996,0.41117856885841053,0.8575762509850204
11,-3.354986619949341,0.07186796250087875,,,
12,-3.275211143493652,-0.2547596943165575,,,
13,-3.2340735753377277,-0.48458569390433176,,,
14,-3.3025174140930176,-0.06022300784076963,,,
15,-3.1150564034779866,-0.43219032883644104,0.40899824252199457,0.39542073078321305,0.8044189733052076
16,-3.0961585362752277,-0.4961733477456229,,,
17,-2.9480412642161054,-0.24753181849207198,,,
18,-2.96707820892334,-0.48068533358829363,,,
19,-2.847091023127238,-0.21250258279698236,,,
20,-2.7015910466512043,-0.4845234714448452,0.39743599742116553,0.37308166440324775,0.7705176618244133
21,-2.615107297897339,-0.6889228160892215,,,
22,-2.512289349238078,-0.6312764712742397,,,
23,-2.3900181611378986,-0.6092284449509212,,,
24,-2.2357447862625124,-0.7525358157498496,,,
25,-2.0503976742426553,-0.7253967864172799,0.381592526302956,0.33680394733981484,0.7183964736427708
26,-1.9208441098531088,-0.8314584749085563,,,
27,-1.7915363868077596,-1.0447177120617457,,,
28,-1.4851487795511882,-0.7600427099636623,,,
29,-1.4812552531560261,-0.8737928281937327,,,
30,-1.4320703864097595,-0.524616003036499,0.2729293849815053,0.3313677364077769,0.6042971213892823
31,-1.3735446691513062,-0.5275739085461412,,,
32,-1.295125714937846,-0.5065001866647175,,,
33,-1.2849295735359192,-0.5396255850791931,,,
34,-1.2142292499542235,-0.11546760318534714,,,
35,-1.095033351580302,-0.13025310848440444,0.21751916790166864,0.30333900807975933,0.5208581759814279
36,-1.1512028217315673,-0.11821805206792695,,,
37,-1.2280720114707946,-0.38550061200346264,,,
38,-1.2304205179214478,-0.37982452793845106,,,
39,-1.2419219295183817,-0.34291220562798636,,,
40,-1.238582984606425,-0.0551942302180188,0.19911298587825346,0.3001943465264081,0.4993073324046615
41,-1.274763818581899,-0.1869386631463255,,,
42,-1.1996328870455424,0.024351279650415694,,,
43,-1.247793157895406,-0.01907747664621898,,,
44,-1.1377654075622559,-0.19399048600878036,,,
45,-1.187343962987264,0.30804383967603954,0.26411881287865446,0.2520233931456205,0.516142206024275
46,-1.165731183687846,0.3109130289937769,,,
47,-1.176438222328822,0.11940692844135421,,,
48,-1.147290821870168,0.3115880180682455,,,
49,-1.1771921952565512,0.2323925303561347,,,
50,-1.1875001351038614,0.41729359860931126,0.257761252335614,0.25111128022054136,0.5088725325561554
51,-1.1488550901412964,0.45144511067441534,,,
52,-1.1861169298489889,0.23129953337567194,,,
53,-1.2134541948636373,0.34384632855653763,,,
54,-1.19175918896993,0.32720808897699627,,,
55,-1.2377501924832661,0.26986692420073916,0.2807078937414333,0.22369693226688991,0.5044048260083231
56,-1.2081694642702738,-0.0459940963025604,,,
57,-1.234640936056773,0.8204609836850848,,,
58,-1.1548381725947061,0.444619004215513,,,
59,-1.1935378551483153,0.5843340584209987,,,
60,-1.2177708506584168,0.3459894359111786,0.259321640814125,0.22608750714737336,0.48540914796149837
61,-1.1632180213928223,0.13236143440008163,,,
62,-1.1972301880518594,0.6705255231687001,,,
63,-1.194130003452301,0.5506410939352853,,,
64,-1.1916586995124816,0.9024248804364886,,,
65,-1.134114889303843,0.501997172832489,0.31556916289617376,0.25844358213469665,0.5740127450308704
66,-1.179261326789856,0.8692928105592728,,,
67,-1.151683497428894,0.8287817324910846,,,
68,-1.169444195429484,0.41385960951447487,,,
69,-1.1617988427480062,0.9008252343961171,,,
70,-1.1035818457603455,0.5542906075716019,0.3233213768659939,0.2756807532411132,0.5990021301071071
71,-1.142324185371399,0.37618498291288105,,,
72,-1.1937592387199403,0.26211703036512646,,,
73,-1.1795036753018697,0.10401113544191633,,,
74,-1.1084133744239808,0.10092686702098165,,,
75,-1.1864811539649964,0.2222340064389365,0.3030624512400418,0.2480482853289771,0.5511107365690189
76,-1.14098246494929,0.5863570358072009,,,
77,-1.1264567852020264,0.17076964037758963,,,
78,-1.1061917225519815,-0.027286066008465632,,,
79,-1.2184502363204956,0.39513434043952395,,,
80,-1.236469042301178,-0.012730923082147325,0.2851260518873756,0.27815917419803426,0.5632852260854099
81,-1.16222429672877,0.24609909100191935,,,
82,-1.17919412056605,0.23226950424058096,,,
83,-1.2480684280395509,-0.08757901737200362,,,
84,-1.1845338463783264,0.3126664289406368,,,
85,-1.2009145359198252,-0.32242781136717114,0.5404335514944089,0.29346398863652556,0.8338975401309344
86,-1.2201088905334472,0.07773015541689736,,,
87,-1.2489730993906656,0.3439922013453075,,,
88,-1.213376228014628,0.601814404129982,,,
89,-1.2966952244440715,-0.04785869483436857,,,
90,-1.2148259083429973,0.30215089448860716,0.3080175006098895,0.2558030650044721,0.5638205656143616
