Target label: 1
Source file: /kaggle/input/datasets/houyujie30/qmlqgani/selected_features_train.csv
Epochs: 50
Batch size: 32
Last epoch losses:
D Loss: -4.215833
G Loss: 2.602760

Epoch log:
001	-3.018045	5.014724
002	-3.252603	4.950538
003	-3.141871	4.018446
004	-3.664088	3.616585
005	-3.134756	4.207264
006	-3.323314	3.731683
007	-3.159813	3.575264
008	-3.387333	3.983786
009	-3.133974	3.079306
010	-3.590663	3.096017
011	-3.509738	3.719862
012	-4.124429	3.492302
013	-3.520152	2.499362
014	-3.662481	3.554715
015	-4.015989	3.891992
016	-3.753002	2.575498
017	-3.979899	3.277310
018	-4.235259	3.441373
019	-4.422803	4.012730
020	-3.643387	2.807242
021	-3.838765	3.036604
022	-4.171978	3.055172
023	-3.941301	2.799435
024	-3.984633	3.192019
025	-3.314766	2.659153
026	-3.849197	3.201962
027	-4.098871	3.436166
028	-4.115000	2.617702
029	-4.070576	3.327256
030	-3.906643	2.308132
031	-4.174818	2.509480
032	-4.146230	2.658676
033	-3.946345	2.320286
034	-4.006925	2.890912
035	-3.882187	2.879862
036	-4.040973	3.147410
037	-3.859641	2.781809
038	-4.016938	2.375207
039	-3.715181	2.492014
040	-3.959492	2.371594
041	-4.187780	2.709580
042	-4.162759	2.551328
043	-4.015992	3.047134
044	-4.262404	2.894476
045	-4.247176	2.750457
046	-4.325589	2.917350
047	-3.770342	2.161506
048	-3.963155	2.570355
049	-4.102963	2.586307
050	-4.215833	2.602760
