epoch,d_loss,g_loss,std_w1,corr_dist,score
1,7.398223479588826,0.29187194506327313,,,
2,2.2032436231772103,0.38057515521844226,,,
3,0.8700951635837555,0.6207906305789948,,,
4,0.138852059841156,1.0675790905952454,,,
5,-1.0042526225248973,1.5588747660319011,0.6185327160970036,0.29485651317628586,0.9133892292732895
6,-1.841114342212677,1.5113425056139629,,,
7,-1.8709565897782643,1.141877293586731,,,
8,-2.338677227497101,1.4100082317988079,,,
9,-2.578668773174286,0.721294271449248,,,
10,-2.9531866709391275,0.3170451447367668,0.5621249385040291,0.33614722210297177,0.8982721606070009
11,-3.0158281922340393,0.4030766449868679,,,
12,-2.977774202823639,0.22873486019670963,,,
13,-3.04768572251002,0.05591672410567602,,,
14,-2.9798887968063354,1.387313852707545,,,
15,-2.5738564332326255,0.012998223615189394,0.587520358168814,0.3770561198055178,0.9645764779743318
16,-2.7999552488327026,0.449273685614268,,,
17,-3.2005540132522583,0.6585002740224203,,,
18,-2.9221211075782776,0.2309708520770073,,,
19,-2.2078007558981576,0.12923893332481384,,,
20,-2.4615344405174255,0.16040979946653047,0.5519220052017347,0.3319920817184375,0.8839140869201723
21,-2.6070301135381064,-0.5258132244149843,,,
22,-2.495772918065389,-0.018204309046268463,,,
23,-2.0922888020674386,-0.25730977207422256,,,
24,-2.228435496489207,0.3027709126472473,,,
25,-1.9854407409826915,0.01624694714943568,0.46856543049727767,0.3612230387890736,0.8297884692863513
26,-1.7249547839164734,0.2082157420615355,,,
27,-1.767018089691798,-0.7159218291441599,,,
28,-1.71340208252271,-0.41737040380636853,,,
29,-1.4852662533521652,-0.061686838666598,,,
30,-1.4322921236356099,0.19637630383173624,0.45202567536654403,0.3403785280024202,0.7924042033689642
31,-1.4723533739646275,-0.19662776465217272,,,
32,-1.0122932940721512,-0.03212920079628626,,,
33,-1.215404525399208,-0.31428373356660205,,,
34,-1.1903687516848247,-0.5443520446618398,,,
35,-1.1646208216746647,0.18235856667160988,0.3926084540994955,0.32459511255797,0.7172035666574655
36,-1.0714508990446727,-0.2759500468770663,,,
37,-1.1110007415215175,-0.6645319908857346,,,
38,-1.0018717149893444,-0.7637296269337336,,,
39,-1.0052298145989578,-0.28991254170735675,,,
40,-0.9490921795368195,-0.26937782019376755,0.3796695125305821,0.2947673745709858,0.6744368871015679
41,-0.8971363554398218,-0.3368648948768775,,,
42,-0.9003519415855408,-0.3781468663364649,,,
43,-0.8882413109143575,-0.07379604658732812,,,
44,-0.8698570728302002,-0.16508348596592745,,,
45,-0.9060734013716379,-0.059735581278800964,0.3563015738220184,0.2850618173751004,0.6413633911971188
46,-0.995465079943339,0.004881162817279498,,,
47,-1.0285890909532707,-0.3839011440674464,,,
48,-0.9431498299042383,0.4349488274504741,,,
49,-0.8577993263800939,0.2067520171403885,,,
50,-0.932430811226368,0.2670587928344806,0.3679421892572077,0.270547152509205,0.6384893417664127
51,-0.8998898218075434,0.8563259194294611,,,
52,-1.110542466243108,0.11713546887040138,,,
53,-0.9384772380193075,0.05782179037729899,,,
54,-0.9485550820827484,0.5849120790759722,,,
55,-0.9934247682491938,0.4704597393671672,0.31980563392248124,0.25123580202759804,0.5710414359500793
56,-0.9541088889042536,0.6604127263029417,,,
57,-0.9601754397153854,0.8579986865321795,,,
58,-0.9051878104607264,0.6046373322606087,,,
59,-1.0016744459668796,1.007654907181859,,,
60,-1.0890354464451473,0.7761538003881773,0.4074623003402869,0.2714790702533825,0.6789413705936694
61,-1.046558213730653,0.5544145951668421,,,
62,-1.1180688838164012,0.8834070960680643,,,
63,-1.155776818593343,0.8145909607410431,,,
64,-1.138376419742902,0.8080819845199585,,,
65,-1.098990539709727,0.40691667050123215,0.3729165821302748,0.28532200190110757,0.6582385840313824
66,-1.1414483810464542,0.971980631351471,,,
67,-1.1325627267360687,0.7442204679052035,,,
68,-1.092099870244662,1.0822361322740714,,,
69,-1.1997048060099285,0.6638702402512232,,,
70,-1.1796576728423436,0.6266278823216757,0.43205061392403954,0.2960721629795834,0.7281227769036229
71,-1.1641274740298588,0.8195395916700363,,,
72,-1.1287838319937389,0.5057588120301565,,,
73,-1.1650385012229283,0.5014777270456156,,,
74,-1.050368309020996,0.3725568683197101,,,
75,-1.0991039723157883,0.13113221526145935,0.43402053413746833,0.25775552274562136,0.6917760568830897
76,-1.0628971258799236,0.37016590933005017,,,
77,-1.055165206392606,0.5435670912265778,,,
78,-1.0289725611607234,0.06798531611760457,,,
79,-1.1181442489226658,0.5374571597203612,,,
80,-0.9922969490289688,0.15293809274832407,0.4357163208596638,0.23602189144577818,0.671738212305442
81,-1.0248552560806274,0.37207651138305664,,,
82,-0.9982508818308512,0.6668576995531718,,,
83,-0.9881466627120972,-0.07247768094142278,,,
84,-1.076955368121465,0.5243723293145498,,,
85,-0.9776313155889511,0.07453074244161446,0.36777481020315034,0.22856331698388677,0.5963381271870372
