Feature,Wasserstein_Distance,KS_Statistic
flow_byts_s,42801.388770790116,0.35616474584300645
bwd_pkt_len_mean,165.86151077902122,0.38207200587803086
bwd_pkt_len_max,303.1765419723997,0.38207200587803086
flow_pkts_s,134.11232903439233,0.4342395297575312
pkt_len_std,132.5346204233402,0.44350501736847736
pkt_len_var,90663.91571593947,0.4481998530492285
pkt_len_mean,154.9430270665712,0.4858148811228051
init_fwd_win_byts,21947.828867632834,0.56208670095518
fwd_pkt_len_max,594.5232737185698,0.6261528678972357
init_bwd_win_byts,18780.23088941467,0.6407053637031594
psh_flag_cnt,25.01485413780528,0.7002204261572373
fwd_pkt_len_mean,206.27705892065956,0.7055350307412275
fwd_psh_flags,13.37015112981103,0.7259368111682586
pkt_len_min,44.13581265865911,0.7615568502861401
fwd_pkt_len_min,44.14471587561388,0.8221596704071272
fwd_byts_b_avg,14716.15607455033,0.9250551065393093
