flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts,session_id,Label,Label_Name
0.427639,757.6483903479336,7.015262873591978,4.6768419157279855,2.3384209578639927,2,1,214,110,107,107,107.0,0.0,110,110,110.0,0.0,110,107,108.0,1.4142135623730951,2.0,40,20,2,0.2138195,0.427639,0.0,0.2138195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5,108.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,110.0,2,1,214,110,Bittorent_5G_Nightime1,0,Bittorent
0.011553,34969.27205054964,259.6728122565567,173.1152081710378,86.5576040855189,2,1,178,226,89,89,89.0,0.0,226,226,226.0,0.0,226,89,134.66666666666666,64.58241934837135,4170.888888888889,40,20,2,0.0057765,0.011553,0.0,0.0057765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5,134.66666666666666,0,0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,226.0,2,1,178,226,Bittorent_5G_Nightime1,0,Bittorent
1.038595,9080.536686581392,26.959498168198387,12.516909863806394,14.442588304391991,13,15,3637,5794,1806,54,279.7692307692308,474.501868983294,1514,60,386.26666666666665,517.1272527681707,1806,54,336.82142857142856,500.61648092066224,250616.86096938772,260,300,6,0.0384664814814814,0.192537,0.0,0.0702440434698231,1.038595,0.242625,0.0,0.0865495833333333,0.1013407597238629,0.800537,0.223452,0.0,0.0571812142857142,0.0878858561903519,6,6,0,3,0,12,26,1.1538461538461535,336.82142857142856,64240,65535,0.0,0.0,2420.0,5.0,0.0,8084.803576022211,279.7692307692308,386.26666666666665,13,15,3637,5794,Bittorent_5G_Nightime1,0,Bittorent
0.355265,3214.5018507311443,14.074001097772086,8.444400658663252,5.629600439108835,3,2,438,704,146,146,146.0,0.0,352,352,352.0,0.0,352,146,228.4,100.91897740266694,10184.64,60,40,3,0.08881625,0.353985,0.0,0.1530954762303168,0.354575,0.354575,0.0,0.1772875,0.1772875,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.6666666666666666,228.4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,352.0,3,2,438,704,Bittorent_5G_Nightime1,0,Bittorent
0.0,0.0,0.0,0.0,0.0,2,0,2554,0,1277,1277,1277.0,0.0,0,0,0.0,0.0,1277,1277,1277.0,0.0,0.0,40,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,1277.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1277.0,0.0,2,0,2554,0,Bittorent_5G_Nightime1,0,Bittorent
0.011141,36531.7296472489,269.27564850552017,179.5170990036801,89.75854950184005,2,1,178,229,89,89,89.0,0.0,229,229,229.0,0.0,229,89,135.66666666666666,65.99663291074444,4355.555555555556,40,20,2,0.0055705,0.011141,0.0,0.0055705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5,135.66666666666666,0,0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,229.0,2,1,178,229,Bittorent_5G_Nightime1,0,Bittorent
2.296685,7534.772944483027,20.46427786135234,8.708203345256315,11.756074516096024,20,27,10555,6750,3636,54,527.75,982.8902723600432,1514,60,250.0,418.7571558260892,3636,54,368.1914893617021,728.4852730968954,530690.7931190584,400,540,10,0.0499279347826087,0.268258,0.0,0.0872781767699025,2.296685,0.324577,0.0,0.1208781578947368,0.1175697231098762,2.084359,0.268726,0.0,0.0801676538461538,0.1085881414580029,10,8,2,3,1,18,45,1.35,368.1914893617021,64240,65535,4350.0,4.0,1676.6666666666667,6.333333333333333,8770161.29032258,4188.671766353724,527.75,250.0,20,27,10555,6750,Bittorent_5G_Nightime1,0,Bittorent
3.879484,146206.04183442952,166.51699040387845,114.44821012278952,52.06878028108893,444,202,555852,11352,1514,60,1251.918918918919,335.3088299521447,105,54,56.1980198019802,6.30027471030831,1514,54,878.0247678018576,620.1321461136505,384563.878643522,8880,4040,444,0.0060147038759689,0.328155,0.0,0.020166418561653,3.879355,0.328536,0.0,0.0087570090293453,0.0268040942314137,3.866984,0.328405,6.9e-05,0.0192387263681592,0.0363713120806414,311,26,0,0,0,337,646,0.4549549549549549,878.0247678018576,65535,64240,22850.08695652174,18.91304347826087,0.0,0.0,148845.4502688724,0.0,1251.918918918919,56.1980198019802,444,202,555852,11352,Bittorent_5G_Nightime1,0,Bittorent
3.927959,598912.3104390856,575.1078359015459,443.2327323172161,131.87510358432968,1741,518,2322192,30638,1514,60,1333.060849598163,349.76095457383275,156,54,58.701720841300194,12.380786666923072,1514,54,1040.6706192358367,617.2848531888783,379922.1534246143,35680,10480,1792,0.0017480903426791,0.278878,0.0,0.0135563715404428,3.927959,0.320707,0.0,0.0022691848642403,0.0167993766707291,3.92142,0.279466,1.1e-05,0.0075849516441005,0.0276451818244683,584,103,0,0,0,689,2330,0.293007769145394,1046.5261802575108,65535,64240,25051.60869565217,19.445652173913043,0.0,0.0,673005.1901527845,0.0,1333.060849598163,58.701720841300194,1741,518,2322192,30638,Bittorent_5G_Nightime1,0,Bittorent
3.941786,187711.6109296649,160.07972020804783,126.084977723296,33.99474248475184,497,134,726736,13183,1480,62,1462.245472837022,155.43496477393177,368,62,98.38059701492536,35.69309368711273,1480,62,1172.6133122028525,574.8323777562651,330432.2625169216,9940,2680,497,0.0062566301587301,0.368569,-3.3e-05,0.0319614759118165,3.93961,0.413856,0.0,0.0079427620967741,0.0386535750919754,3.940642,0.629354,0.000148,0.0296288872180451,0.0788344159970046,0,0,0,0,0,0,0,0.2696177062374245,1172.6133122028525,0,0,9118.852459016394,6.39344262295082,0.0,0.0,1803120.3301209428,0.0,1462.245472837022,98.38059701492536,497,134,726736,13183,Bittorent_5G_Nightime1,0,Bittorent
4.058517,561911.4075412275,610.5678502763448,411.48035107405,199.0874992022948,1670,808,2228006,52521,1468,62,1334.1353293413174,412.6669079239941,164,62,65.00123762376238,7.878852945139829,1468,62,919.3884892086332,684.8529914009342,468822.3615988634,33920,16380,1702,0.0016384303593056,0.173303,-4.3e-05,0.0053051921202607,4.058061,0.173597,0.0,0.0024314325943678,0.0064767142129019,4.058104,0.173793,0.000128,0.0050286294919454,0.0088457059185401,0,0,0,0,0,0,0,0.4806791569086651,921.916567813365,0,0,6166.8125,5.171875,0.0,0.0,2824541.4403389366,0.0,1334.1353293413174,65.00123762376238,1670,808,2228006,52521,Bittorent_5G_Nightime1,0,Bittorent
4.075356,63125.52817471651,60.117447408275495,43.92254320849516,16.19490419978034,179,66,252758,4501,1467,62,1412.0558659217877,272.35574256894915,122,62,68.1969696969697,11.020943831563416,1467,62,1050.0367346938776,640.0567151827737,409672.5986505623,3580,1320,179,0.0167022008196721,0.290038,-1.9e-05,0.0582492074613346,4.075356,0.290218,0.0,0.0228952584269662,0.0672958557174377,3.85692,0.315754,0.000142,0.0593372307692307,0.1109768167936638,0,0,0,0,0,0,0,0.3687150837988827,1050.0367346938776,0,0,9799.375,7.0,0.0,0.0,445137.8084649716,0.0,1412.0558659217877,68.1969696969697,179,66,252758,4501,Bittorent_5G_Nightime1,0,Bittorent
4.128127,38575.36359709864,84.05749144830088,61.04463355899661,23.01285788930428,252,95,153099,6145,647,62,607.5357142857143,146.7282430069902,88,62,64.6842105263158,5.586191919922281,647,62,458.9164265129683,272.4593118044588,74234.0765889593,5040,1900,252,0.0119310028901734,0.309713,0.0,0.0433776530095347,4.127231,0.310085,0.0,0.0164431513944223,0.0510971510059542,4.127546,0.310222,0.000143,0.0439100638297872,0.0764194278269615,0,0,0,0,0,0,0,0.376984126984127,458.9164265129683,0,0,3607.9545454545455,6.227272727272728,0.0,0.0,199997.9842722845,0.0,607.5357142857143,64.6842105263158,252,95,153099,6145,Bittorent_5G_Nightime1,0,Bittorent
4.070854,211.25788348096003,3.193433122386605,1.719540912054326,1.4738922103322794,7,6,434,426,62,62,62.0,0.0,71,71,71.0,0.0,71,62,66.15384615384616,4.486666637359288,20.13017751479289,140,120,7,0.3392378333333333,0.970659,0.0,0.2757509997811532,4.054641,1.255826,0.0,0.6757735,0.417221396951207,3.315678,1.262079,0.311551,0.6631356,0.3469142317637603,0,0,0,0,0,0,0,0.8571428571428571,66.15384615384616,0,0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,71.0,7,6,434,426,Bittorent_5G_Nightime1,0,Bittorent
4.071095,28764.005752752026,32.91497742007986,23.826513505580195,9.088463914499664,97,37,114930,2171,1514,60,1184.8453608247423,481.35700235437673,88,54,58.67567567567568,7.846686524153189,1514,54,873.8880597014926,649.0298001626892,421239.6814992203,1940,740,97,0.0306097368421052,0.451915,0.0,0.0974240672139574,4.071001,0.451915,0.0,0.0424062604166666,0.1129818872039751,4.070945,0.452553,0.000155,0.1130818055555555,0.1610161316365916,42,12,0,0,0,54,134,0.3814432989690721,873.8880597014926,65535,64240,11626.0,10.0,0.0,0.0,34775.736151889345,0.0,1184.8453608247423,58.67567567567568,97,37,114930,2171,Bittorent_5G_Nightime1,0,Bittorent
3.746275,347.81216007901185,4.537840921982503,2.93625000834162,1.6015909136408837,11,6,682,621,62,62,62.0,0.0,266,71,103.5,72.67220926874316,266,62,76.6470588235294,47.51091661115195,2257.2871972318344,220,120,11,0.2341421875,0.751271,0.0,0.265800062569175,3.745413,1.375444,0.0,0.3745413,0.4942366513062443,3.064603,1.187945,0.026937,0.6129206,0.3873139237329843,0,0,0,0,0,0,0,0.5454545454545454,76.6470588235294,0,0,80.0,4.0,0.0,0.0,196.16834186256932,0.0,62.0,103.5,11,6,682,621,Bittorent_5G_Nightime1,0,Bittorent
3.933955,39403.09434144518,45.24708594785655,26.43649965492742,18.810586292929127,104,74,150196,4814,1514,62,1444.1923076923076,310.6246212479684,79,62,65.05405405405405,5.486819321551279,1514,62,870.8426966292135,719.9902293169189,518385.93031182943,2080,1480,104,0.0222257344632768,0.28952,0.0,0.0635042676760001,3.913845,0.29038,0.0,0.037998495145631,0.0832640906815577,3.84135,0.290259,0.00015,0.0526212328767123,0.0954352398964683,0,0,0,0,0,0,0,0.7115384615384616,870.8426966292135,0,0,5162.0,4.0,0.0,0.0,112393.31126981362,0.0,1444.1923076923076,65.05405405405405,104,74,150196,4814,Bittorent_5G_Nightime1,0,Bittorent
3.915378,485.01064265059466,5.108063640343282,2.554031820171641,2.554031820171641,10,10,704,1195,146,62,70.4,25.200000000000003,352,68,119.5,95.56699220965363,352,62,94.95,74.07258264702264,5486.7475,200,200,10,0.2060725263157894,0.767675,0.0,0.2319900956423442,3.870756,1.027492,0.0,0.4300839999999999,0.3705894838311285,3.914264,1.027441,0.071008,0.4349182222222222,0.2882482876139858,0,0,0,0,0,0,0,1.0,94.95,0,0,0.0,0.0,0.0,0.0,0.0,0.0,70.4,119.5,10,10,704,1195,Bittorent_5G_Nightime1,0,Bittorent
3.452772,3088.2433013242694,10.136782851575488,5.792447343757422,4.344335507818066,20,15,9688,975,590,62,484.4,211.2,71,62,65.0,4.242640687119285,590,62,304.65714285714284,261.8648444039289,68573.19673469389,400,300,20,0.1015521176470588,0.762275,0.0,0.1775256072113284,3.452772,0.847667,0.0,0.1817248421052631,0.2600587484490183,3.306659,1.261616,0.000129,0.2361899285714286,0.3289064367290197,0,0,0,0,0,0,0,0.75,304.65714285714284,0,0,0.0,0.0,0.0,0.0,0.0,0.0,484.4,65.0,20,15,9688,975,Bittorent_5G_Nightime1,0,Bittorent
3.378108,2254.5164334592027,5.624450135993284,3.256260605048744,2.3681895309445404,11,8,7130,486,1514,60,648.1818181818181,657.7263617509554,63,54,60.75,3.897114317029974,1514,54,400.8421052631579,578.4285665907238,334579.60664819943,220,160,11,0.1876726666666667,1.261204,0.0,0.3308272193545883,3.378108,1.261466,0.0,0.3378108,0.3828588167880687,3.332504,1.262091,0.016792,0.4760720000000001,0.3815849498544571,2,6,0,0,0,8,19,0.7272727272727273,400.8421052631579,65535,64240,0.0,0.0,0.0,0.0,0.0,0.0,648.1818181818181,60.75,11,8,7130,486,Bittorent_5G_Nightime1,0,Bittorent
3.362959,369.0202586472211,5.64978639347075,2.0815002502260658,3.568286143244684,7,12,497,744,71,71,71.0,0.0,62,62,62.0,0.0,71,62,65.3157894736842,4.34138750048448,18.84764542936288,140,240,7,0.1868310555555555,1.231794,0.0,0.331468123326692,3.316458,1.261596,0.0,0.5527430000000001,0.4015429753239371,3.342151,1.2497,0.000381,0.303831909090909,0.3930653209442315,0,0,0,0,0,0,0,1.7142857142857142,65.3157894736842,0,0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,62.0,7,12,497,744,Bittorent_5G_Nightime1,0,Bittorent
3.317888,241.4186373982485,3.91815516376683,2.1097758574129086,1.8083793063539213,7,6,441,360,63,63,63.0,0.0,60,60,60.0,0.0,63,60,61.61538461538461,1.4955555457864294,2.2366863905325447,140,120,7,0.2764906666666666,1.261477,0.0,0.39607409964642,3.317024,1.26201,0.0,0.5528373333333333,0.4017630501608573,3.3176650000000003,1.261589,0.31221,0.663533,0.3467817032907013,7,0,0,0,0,7,13,0.8571428571428571,61.61538461538461,63892,65535,0.0,0.0,0.0,0.0,0.0,0.0,63.0,60.0,7,6,441,360,Bittorent_5G_Nightime1,0,Bittorent
3.316875,4042.057659694743,8.743169398907105,4.220840399472395,4.522328999434709,14,15,948,12459,79,62,67.71428571428571,5.3375833406484015,1372,62,830.6,629.4056243790644,1372,62,462.3103448275862,591.8152731040248,350245.31747919135,280,300,14,0.1184598214285714,1.0262,0.0,0.2154200879477872,3.316875,1.261937,0.0,0.2551442307692307,0.3611487306394488,3.214138,1.254272,0.0,0.2295812857142857,0.3557246103565888,0,0,0,0,0,0,0,1.0714285714285714,462.3103448275862,0,0,0.0,0.0,5320.0,4.0,0.0,13963254.593175853,67.71428571428571,830.6,14,15,948,12459,Bittorent_5G_Nightime1,0,Bittorent
3.421832,253.9575291831977,3.79913449871297,2.0456878069992914,1.7534466917136784,7,6,497,372,71,71,71.0,0.0,62,62,62.0,0.0,71,62,66.84615384615384,4.486666637359288,20.13017751479289,140,120,7,0.2851526666666666,1.165763,0.0,0.3273499215684783,3.316336,1.26211,0.0,0.5527226666666666,0.4021035533141791,3.321286,1.263436,0.313462,0.6642572,0.3461878871615239,0,0,0,0,0,0,0,0.8571428571428571,66.84615384615384,0,0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,62.0,7,6,497,372,Bittorent_5G_Nightime1,0,Bittorent
1.049361,8598.56617503414,20.012178840265648,8.576648074399563,11.435530765866083,9,12,8099,924,4231,54,899.8888888888889,1536.948668588689,164,60,77.0,38.02192350035262,4231,54,429.6666666666667,1085.8333351606184,1179034.0317460315,180,240,5,0.05246805,0.203103,0.0,0.0804456413210032,1.049361,0.247265,0.0,0.131170125,0.1036450033231673,1.048432,0.235597,0.0,0.095312,0.1049079927052965,5,2,2,0,0,7,21,1.3333333333333333,429.6666666666667,63797,65535,0.0,0.0,135.0,5.5,0.0,332.9543408613899,899.8888888888889,77.0,9,12,8099,924,Bittorent_5G_Nightime1,0,Bittorent
2.253737,440.15783563033307,7.099319929521501,3.105952469165657,3.993367460355844,7,9,434,558,62,62,62.0,0.0,62,62,62.0,0.0,62,62,62.0,0.0,0.0,140,180,7,0.1502491333333333,0.774231,0.0,0.2333334268614669,2.050616,0.815129,0.0,0.3417693333333333,0.334076245657917,2.048524,0.977925,0.0,0.2560655,0.3883633427584277,0,0,0,0,0,0,0,1.2857142857142858,62.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,7,9,434,558,Bittorent_5G_Nightime1,0,Bittorent
1.013263,195.40829972080297,2.9607318139515604,2.9607318139515604,0.0,3,0,198,0,66,66,66.0,0.0,0,0,0.0,0.0,66,66,66.0,0.0,0.0,60,0,0,0.5066315,1.013263,0.0,0.5066315,1.013263,1.013263,0.0,0.5066315,0.5066315,0.0,0.0,0.0,0.0,0.0,0,0,0,3,0,0,0,0.0,66.0,64240,0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,3,0,198,0,Bittorent_5G_Nightime1,0,Bittorent
0.45649,709.7636311857872,6.571885473942474,4.381256982628316,2.190628491314158,2,1,214,110,107,107,107.0,0.0,110,110,110.0,0.0,110,107,108.0,1.4142135623730951,2.0,40,20,2,0.228245,0.45649,0.0,0.228245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5,108.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,110.0,2,1,214,110,Bittorent_5G_Nightime1,0,Bittorent
0.636803,896.6666300252982,10.992410525704182,6.281377443259532,4.711033082444649,4,3,319,252,130,62,79.75,29.03769102390891,118,62,84.0,24.385788210895843,130,62,81.57142857142857,27.22318939463792,741.1020408163266,80,60,4,0.1061338333333333,0.318394,0.0,0.1497538030640253,0.636803,0.319187,0.0,0.2122676666666666,0.1500972767781688,0.318233,0.318233,0.0,0.1591165,0.1591165,0,0,0,0,0,0,0,0.75,81.57142857142857,0,0,0.0,0.0,0.0,0.0,0.0,0.0,79.75,84.0,4,3,319,252,Bittorent_5G_Nightime1,0,Bittorent
4.289998,101120.32686262325,113.28676610105646,79.25411620238518,34.03264989867128,340,146,425570,8236,1514,60,1251.6764705882354,357.5616705827069,71,54,56.41095890410959,5.632186408317569,1514,54,892.604938271605,624.264057489742,389705.61347355583,6800,2920,340,0.0088453567010309,0.321324,0.0,0.0313976912437477,4.289954,0.332787,0.0,0.0126547315634218,0.0383921594001407,4.289686,0.321722,7.3e-05,0.0295840413793103,0.0541290487725304,222,24,0,0,0,246,486,0.4294117647058823,892.604938271605,65535,64240,20822.84210526316,17.105263157894736,0.0,0.0,107809.55318742507,0.0,1251.6764705882354,56.41095890410959,340,146,425570,8236,Bittorent_5G_Nightime1,0,Bittorent
4.135981,587298.3942624495,541.5885614561575,428.43523700906746,113.15332444709006,1772,468,2413512,27655,1514,60,1356.0401561628555,335.54257575337573,241,54,59.15677966101695,16.787076237763017,1514,54,1088.9597550306212,604.5889392520297,365126.6549758476,36560,9480,1836,0.0018588238202247,0.318628,-4.3e-05,0.0157643193965764,4.135981,0.322161,0.0,0.0023499892045454,0.0188787616117893,4.132475,0.319194,-4.3e-05,0.008848982869379,0.0336581673176321,539,89,0,0,0,628,2342,0.2546716497597437,1094.546147332769,65535,64240,29892.219512195123,22.78048780487805,0.0,0.0,628969.8047730803,0.0,1356.0401561628555,59.15677966101695,1772,468,2413512,27655,Bittorent_5G_Nightime1,0,Bittorent
4.058277,226169.6281451463,191.2141531985125,151.7885546008811,39.425598597631456,616,160,907426,10433,1480,62,1473.094155844156,98.71573496399752,96,62,65.20625,6.718534880277098,1480,62,1182.1437740693195,577.0145158240354,332012.94905114314,12480,3240,626,0.0052361367741935,0.222605,-3.5e-05,0.0287084554179067,4.056896,0.223404,0.0,0.0065965788617886,0.0334963079567224,4.058159,0.223515,8.6e-05,0.0255230125786163,0.061144099756076,0,0,0,0,0,0,0,0.259083728278041,1189.125470514429,0,0,8320.095238095239,5.797619047619048,0.0,0.0,10275649.131061252,0.0,1473.094155844156,65.20625,616,160,907426,10433,Bittorent_5G_Nightime1,0,Bittorent
4.166211,555463.2254583362,609.3887564779006,412.6303172227204,196.98071408021977,1724,823,2265160,53624,1468,62,1313.4050925925926,440.18564361410745,257,62,65.0665054413543,9.417710951476952,1468,62,910.649649259548,686.7517973696508,471628.0311904459,34760,16560,1738,0.0016430647453612,0.236791,-3.7e-05,0.0065252095956094,4.162011,0.237519,0.0,0.0024310811915887,0.0079482231506274,4.161825,0.237061,0.000114,0.0050753963414634,0.0113945080897574,0,0,0,0,0,0,0,0.476409666283084,910.649649259548,0,0,6371.402597402597,5.415584415584416,0.0,0.0,4201296.532588868,0.0,1313.4050925925926,65.0665054413543,1724,823,2265160,53624,Bittorent_5G_Nightime1,0,Bittorent
3.945316,866.8507161403547,3.8019768251769945,2.0277209734277304,1.774255851749264,8,7,2988,432,1314,60,373.5,542.997928172843,63,54,61.71428571428572,3.149343955006944,1314,54,228.0,425.9704215083484,181450.8,160,140,8,0.2818082857142857,1.40151,0.0,0.4606751847740798,3.945316,1.402074,0.0,0.5636165714285715,0.5168035988648623,3.895629,1.402055,0.019016,0.6492715,0.50919390693322,2,6,0,0,0,8,15,0.875,228.0,65535,62980,0.0,0.0,0.0,0.0,0.0,0.0,373.5,61.71428571428572,8,7,2988,432,Bittorent_5G_Nightime1,0,Bittorent
4.179157,44108.17779757975,43.549452676700106,30.867469204913814,12.681983471786296,129,53,180813,3522,1467,62,1401.6511627906978,295.8794446298389,97,62,66.45283018867924,7.383219213344284,1467,62,1012.8296703296704,655.7731353553128,430038.4050537374,2580,1060,129,0.0230892651933701,0.420404,0.0,0.0677419642131414,4.179157,0.420484,0.0,0.0326496640625,0.0813425868642617,4.068017,0.420968,0.000151,0.0782310961538461,0.1168161136275661,0,0,0,0,0,0,0,0.4108527131782946,1012.8296703296704,0,0,12290.625,8.625,0.0,0.0,26115537.848605577,0.0,1401.6511627906978,66.45283018867924,129,53,180813,3522,Bittorent_5G_Nightime1,0,Bittorent
3.937509,271.74541061366466,3.809515102060719,2.031741387765717,1.7777737142950023,8,7,582,488,136,62,72.75,24.040330696560726,71,62,69.71428571428571,3.149343955006944,136,62,71.33333333333333,17.752621089730827,315.1555555555557,160,140,8,0.2812506428571429,1.133528,0.0,0.3342835111479064,3.817047,1.399578,0.0,0.5452924285714286,0.5162060750566461,3.936379,1.378519,0.084122,0.6560631666666666,0.4803665844760009,0,0,0,0,0,0,0,0.875,71.33333333333333,0,0,0.0,0.0,0.0,0.0,0.0,0.0,72.75,69.71428571428571,8,7,582,488,Bittorent_5G_Nightime1,0,Bittorent
3.769039,5053.808145789948,14.857898790646637,8.755547501631053,6.102351289015583,33,23,17358,1690,590,62,526.0,172.32527382830412,257,62,73.47826086956522,39.33122397770149,590,62,340.1428571428572,260.18512836134227,67696.30102040817,660,460,33,0.0685279818181818,0.497155,0.0,0.1503747362238134,3.769039,0.547062,0.0,0.11778246875,0.198515712072745,3.667306,0.510756,0.000103,0.1666957272727272,0.2110206764785647,0,0,0,0,0,0,0,0.696969696969697,340.1428571428572,0,0,0.0,0.0,0.0,0.0,0.0,0.0,526.0,73.47826086956522,33,23,17358,1690,Bittorent_5G_Nightime1,0,Bittorent
4.121823,4329.637638491512,9.704443883204108,5.337444135762259,4.366999747441848,22,18,16659,1187,1372,62,757.2272727272727,639.7496621064283,79,62,65.94444444444444,5.243749954016392,1372,62,446.15,585.9944347005353,343389.4774999999,440,360,22,0.1056877692307692,0.983285,0.0,0.1870788847055977,4.121823,1.213191,0.0,0.1962772857142857,0.2995985986722811,3.876684,1.211819,0.000177,0.2280402352941176,0.3187151210509675,0,0,0,0,0,0,0,0.8181818181818182,446.15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,757.2272727272727,65.94444444444444,22,18,16659,1187,Bittorent_5G_Nightime1,0,Bittorent
3.871602,66436.58103286443,64.83104410009086,44.16776311201409,20.66328098807677,171,80,251634,5582,1514,62,1471.5438596491229,244.6299080978863,266,62,69.775,23.81804725413064,1514,62,1024.764940239044,683.8276533512991,467620.2594879445,3420,1600,171,0.015486408,0.29021,0.0,0.0556769733954849,3.870693,0.291172,0.0,0.0227687823529411,0.066683695785267,3.871452,0.290729,0.000193,0.0490057215189873,0.0918421780919961,0,0,0,0,0,0,0,0.4678362573099415,1024.764940239044,0,0,8222.0,5.75,0.0,0.0,28400690.8462867,0.0,1471.5438596491229,69.775,171,80,251634,5582,Bittorent_5G_Nightime1,0,Bittorent
3.961553,297.61055828358224,4.543672645550874,1.7669838066031176,2.776688838947756,7,11,497,682,71,71,71.0,0.0,62,62,62.0,0.0,71,62,65.5,4.387482193696061,19.25,140,220,7,0.2330325294117647,1.382172,0.0,0.405866075790165,3.876721,1.403119,0.0,0.6461201666666666,0.5131970698053581,3.941234,1.399774,0.000628,0.3941234,0.48114470965962,0,0,0,0,0,0,0,1.5714285714285714,65.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,62.0,7,11,497,682,Bittorent_5G_Nightime1,0,Bittorent
3.876816,206.6128493072666,3.353267217221555,1.8056054246577604,1.5476617925637948,7,6,441,360,63,63,63.0,0.0,60,60,60.0,0.0,63,60,61.61538461538461,1.4955555457864294,2.2366863905325447,140,120,7,0.3230679999999999,1.401867,0.0,0.4855924535466958,3.876524,1.402106,0.0,0.6460873333333333,0.5131192712153342,3.876577,1.402138,0.146169,0.7753154,0.4644820411316674,7,0,0,0,0,7,13,0.8571428571428571,61.61538461538461,63892,65535,0.0,0.0,0.0,0.0,0.0,0.0,63.0,60.0,7,6,441,360,Bittorent_5G_Nightime1,0,Bittorent
3.878191,21567.529809645785,25.26951354381463,6.962008833499948,18.30750471031468,27,71,1623,82020,88,54,60.11111111111112,8.32369813347913,1514,60,1155.2112676056338,550.8852265497666,1514,54,853.5,677.6855156805887,459257.6581632653,540,1420,12,0.0399811237113402,0.462628,-2.2e-05,0.1148097220554902,3.87757,0.462861,-2.2e-05,0.1491373076923076,0.1816978895387296,3.877747,0.472572,0.0,0.0553963857142857,0.1342411019808647,12,21,0,0,0,33,98,2.6296296296296298,853.5,64240,65535,0.0,0.0,14874.0,12.4,0.0,35239.88186086667,60.11111111111112,1155.2112676056338,27,71,1623,82020,Bittorent_5G_Nightime1,0,Bittorent
3.97621,218.5498250846912,3.2694450242819166,1.760470397690263,1.508974626591654,7,6,497,372,71,71,71.0,0.0,62,62,62.0,0.0,71,62,66.84615384615384,4.486666637359288,20.13017751479289,140,120,7,0.3313508333333333,1.301813,0.0,0.4181080534646185,3.876922,1.401415,0.0,0.6461536666666666,0.513081290159973,3.876608,1.402324,0.144314,0.7753215999999999,0.463366187234934,0,0,0,0,0,0,0,0.8571428571428571,66.84615384615384,0,0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,62.0,7,6,497,372,Bittorent_5G_Nightime1,0,Bittorent
