flow_byts_s,flow_duration,flow_iat_max,fwd_pkt_len_mean,fwd_pkt_len_max,bwd_pkt_len_max,bwd_pkt_len_min,pkt_len_max,fwd_iat_mean,fwd_iat_max,fwd_pkt_len_min,pkt_len_min,fwd_pkt_len_std,bwd_pkt_len_std,bwd_iat_tot,down_up_ratio,tot_bwd_pkts,tot_fwd_pkts,fwd_act_data_pkts,fwd_psh_flags,fwd_byts_b_avg,bwd_byts_b_avg,init_fwd_win_byts,bwd_psh_flags,fin_flag_cnt,bwd_seg_size_avg,totlen_bwd_pkts,pkt_len_mean,psh_flag_cnt,syn_flag_cnt,Label
1278.3060890463464,0.48267,0.48267,146.0,146,325,325,325,0.0,0.0,146,146,0.0,0.0,0.0,0.5,1,2,2,0,0.0,0.0,0,0,0,325.0,325,205.66666666666663,0,0,0
172.13436159324925,3.636694,3.636694,146.0,146,334,334,334,0.0,0.0,146,146,0.0,0.0,0.0,0.5,1,2,2,0,0.0,0.0,0,0,0,334.0,334,208.66666666666663,0,0,0
1729.7047970479705,0.364224,0.364224,146.0,146,338,338,338,0.0,0.0,146,146,0.0,0.0,0.0,0.5,1,2,2,0,0.0,0.0,0,0,0,338.0,338,210.0,0,0,0
1407.560294904808,0.453977,0.453977,146.0,146,347,347,347,0.0,0.0,146,146,0.0,0.0,0.0,0.5,1,2,2,0,0.0,0.0,0,0,0,347.0,347,213.0,0,0,0
1004.0209656501158,0.614529,0.614529,146.0,146,325,325,325,0.0,0.0,146,146,0.0,0.0,0.0,0.5,1,2,2,0,0.0,0.0,0,0,0,325.0,325,205.66666666666663,0,0,0
982.0796857345006,0.662879,0.662879,146.0,146,359,359,359,0.0,0.0,146,146,0.0,0.0,0.0,0.5,1,2,2,0,0.0,0.0,0,0,0,359.0,359,217.0,0,0,0
1531.896268738374,0.420394,0.420394,146.0,146,352,352,352,0.0,0.0,146,146,0.0,0.0,0.0,0.5,1,2,2,0,0.0,0.0,0,0,0,352.0,352,214.66666666666663,0,0,0
200.4710752059284,3.142598,3.142598,146.0,146,338,338,338,0.0,0.0,146,146,0.0,0.0,0.0,0.5,1,2,2,0,0.0,0.0,0,0,0,338.0,338,210.0,0,0,0
1478.7220752081228,0.440245,0.440245,146.0,146,359,359,359,0.0,0.0,146,146,0.0,0.0,0.0,0.5,1,2,2,0,0.0,0.0,0,0,0,359.0,359,217.0,0,0,0
1244.9460883361903,0.509259,0.509259,146.0,146,342,342,342,0.0,0.0,146,146,0.0,0.0,0.0,0.5,1,2,2,0,0.0,0.0,0,0,0,342.0,342,211.3333333333333,0,0,0
1645.0687531451722,0.391473,0.391473,146.0,146,352,352,352,0.0,0.0,146,146,0.0,0.0,0.0,0.5,1,2,2,0,0.0,0.0,0,0,0,352.0,352,214.66666666666663,0,0,0
980.9997430355064,0.66157,0.66157,146.0,146,357,357,357,0.0,0.0,146,146,0.0,0.0,0.0,0.5,1,2,2,0,0.0,0.0,0,0,0,357.0,357,216.3333333333333,0,0,0
1221.1123499207415,0.527388,0.527388,146.0,146,352,352,352,0.0,0.0,146,146,0.0,0.0,0.0,0.5,1,2,2,0,0.0,0.0,0,0,0,352.0,352,214.66666666666663,0,0,0
1468.7904829675042,0.438456,0.438456,146.0,146,352,352,352,0.0,0.0,146,146,0.0,0.0,0.0,0.5,1,2,2,0,0.0,0.0,0,0,0,352.0,352,214.66666666666663,0,0,0
1837.58115983456,0.342842,0.342842,146.0,146,338,338,338,0.0,0.0,146,146,0.0,0.0,0.0,0.5,1,2,2,0,0.0,0.0,0,0,0,338.0,338,210.0,0,0,0
866.2643828135298,0.743422,0.743422,146.0,146,352,352,352,0.0,0.0,146,146,0.0,0.0,0.0,0.5,1,2,2,0,0.0,0.0,0,0,0,352.0,352,214.66666666666663,0,0,0
974.9790697427964,0.660527,0.660527,146.0,146,352,352,352,0.0,0.0,146,146,0.0,0.0,0.0,0.5,1,2,2,0,0.0,0.0,0,0,0,352.0,352,214.66666666666663,0,0,0
978.4735812133072,0.658168,0.658168,146.0,146,352,352,352,0.0,0.0,146,146,0.0,0.0,0.0,0.5,1,2,2,0,0.0,0.0,0,0,0,352.0,352,214.66666666666663,0,0,0
959.6228265064512,0.671097,0.671097,146.0,146,352,352,352,0.0,0.0,146,146,0.0,0.0,0.0,0.5,1,2,2,0,0.0,0.0,0,0,0,352.0,352,214.66666666666663,0,0,0
1568.8032272523533,0.414966,0.414966,146.0,146,359,359,359,0.0,0.0,146,146,0.0,0.0,0.0,0.5,1,2,2,0,0.0,0.0,0,0,0,359.0,359,217.0,0,0,0
939.0871829058736,0.657021,0.657021,146.0,146,325,325,325,0.0,0.0,146,146,0.0,0.0,0.0,0.5,1,2,2,0,0.0,0.0,0,0,0,325.0,325,205.66666666666663,0,0,0
908.4502619992884,0.716605,0.716605,146.0,146,359,359,359,0.0,0.0,146,146,0.0,0.0,0.0,0.5,1,2,2,0,0.0,0.0,0,0,0,359.0,359,217.0,0,0,0
1060.4900137190375,0.594065,0.594065,146.0,146,338,338,338,0.0,0.0,146,146,0.0,0.0,0.0,0.5,1,2,2,0,0.0,0.0,0,0,0,338.0,338,210.0,0,0,0
935.963131850962,0.659214,0.659214,146.0,146,325,325,325,0.0,0.0,146,146,0.0,0.0,0.0,0.5,1,2,2,0,0.0,0.0,0,0,0,325.0,325,205.66666666666663,0,0,0
980.3846944290096,0.656885,0.656885,146.0,146,352,352,352,0.0,0.0,146,146,0.0,0.0,0.0,0.5,1,2,2,0,0.0,0.0,0,0,0,352.0,352,214.66666666666663,0,0,0
953.4356253294088,0.675452,0.675452,146.0,146,352,352,352,0.0,0.0,146,146,0.0,0.0,0.0,0.5,1,2,2,0,0.0,0.0,0,0,0,352.0,352,214.66666666666663,0,0,0
