epoch,d_loss,g_loss,std_w1,corr_dist,score
1,6.448885599772136,0.36663720694681007,,,
2,0.40197085837523144,1.6060098608334858,,,
3,-0.6829295456409454,1.8408384124437969,,,
4,-1.2497321516275406,2.288708766301473,,,
5,-1.8578661878903706,1.9213493863741558,0.3076425836783172,0.27025262122479315,0.5778952049031103
6,-2.1486778954664865,0.9098012944062551,,,
7,-2.1612565418084464,0.4176060160001119,,,
8,-2.155268410841624,0.04345884298284849,,,
9,-2.057545850674311,-0.44541649768749875,,,
10,-2.0296980440616608,-0.6545186936855316,0.2590711567614059,0.2619478682655755,0.5210190250269814
11,-2.009061108032862,-0.9601174890995026,,,
12,-1.9720026552677155,-1.475197672843933,,,
13,-1.9034595688184102,-1.5081189374128978,,,
14,-1.9084176421165466,-1.7115601499875386,,,
15,-1.8806320428848267,-1.790744423866272,0.24180568662198276,0.24935970327299314,0.49116538989497593
16,-1.9203839699427288,-1.8535796403884888,,,
17,-1.921092559893926,-1.6008116205533345,,,
18,-1.9405847092469533,-2.158223112424215,,,
19,-1.9897893170515697,-1.9230535229047139,,,
20,-2.02626496553421,-2.0967216889063516,0.23030794762477533,0.26382421232860365,0.494132159953379
21,-2.0749523440996804,-1.4924563467502594,,,
22,-2.0367449621359506,-1.2504247824350994,,,
23,-2.0847577253977456,-1.265483429034551,,,
24,-2.1123708387215934,-1.1402848561604817,,,
25,-2.094132939974467,-1.160733421643575,0.23820385658660045,0.25537934582305305,0.4935832024096535
26,-2.0881277322769165,-0.7733751138051351,,,
27,-2.188131501277288,-0.7952269005278746,,,
28,-2.0919558703899384,-0.9246537288029989,,,
29,-2.178845743338267,-1.1762448350588481,,,
30,-2.183756430943807,-1.2268223663171132,0.22920885973935784,0.2577295598452695,0.48693841958462736
31,-2.28022708495458,-0.9419782608747482,,,
32,-2.269350459178289,-0.7892977297306061,,,
33,-2.2196615040302277,-0.9030757546424866,,,
34,-2.3089491526285806,-0.8994405418634415,,,
35,-2.2792418797810874,-1.0488271315892537,0.17999328379197632,0.2668940224884733,0.44688730628044965
36,-2.3291763067245483,-1.2011304199695587,,,
37,-2.3841768503189087,-1.250074992577235,,,
38,-2.3303909301757812,-1.0040625035762787,,,
39,-2.38515841960907,-1.2416667938232422,,,
40,-2.417370319366455,-1.3849412500858307,0.24985146090288682,0.25717962884568957,0.5070310897485764
41,-2.3539143800735474,-1.47126042842865,,,
42,-2.4203862448533378,-1.287136693795522,,,
43,-2.4267826676368713,-1.190023233493169,,,
44,-2.385709981123606,-1.4346864223480225,,,
45,-2.454920987288157,-1.357658714056015,0.24647882730363574,0.257475049700987,0.5039538770046228
46,-2.442125529050827,-1.3593903084595997,,,
47,-2.469662845134735,-1.1376412113507588,,,
48,-2.4996833403905234,-1.7254483302434285,,,
49,-2.464404543240865,-1.566216121117274,,,
50,-2.470228523015976,-1.793188790480296,0.2396987565441085,0.25869811431441014,0.49839687085851864
51,-2.5264373819033303,-1.7498984932899475,,,
52,-2.564708113670349,-1.5827773014704387,,,
53,-2.484595537185669,-1.4759766161441803,,,
54,-2.5560729702313743,-1.4238661130269368,,,
55,-2.5570250749588013,-1.7565255165100098,0.21941530678210652,0.26169381989423457,0.4811091266763411
56,-2.547084112962087,-1.5293006499608357,,,
57,-2.5977154771486917,-1.7623034318288167,,,
58,-2.511766493320465,-1.601917823155721,,,
59,-2.562861522038778,-1.744159718354543,,,
60,-2.5057457089424133,-1.5681975682576497,0.2292400541702953,0.26613532434163656,0.49537537851193186
61,-2.545530597368876,-1.9958762129147847,,,
62,-2.60348778963089,-1.7477807402610779,,,
63,-2.5779958168665567,-1.5757197141647339,,,
64,-2.6091367602348328,-1.705124040444692,,,
65,-2.656312644481659,-1.586083670457204,0.22943108975041532,0.2652162559974383,0.49464734574785363
