Target label: 5
Source file: /kaggle/input/datasets/houyujie30/qmlqgani/selected_features_train.csv
Epochs: 50
Batch size: 32
Last epoch losses:
D Loss: -3.676205
G Loss: -0.498225

Epoch log:
001	-2.592295	3.240142
002	-2.828704	2.211537
003	-2.225036	1.487807
004	-2.423055	1.425137
005	-2.644621	1.319548
006	-2.587439	0.880961
007	-2.673873	1.315373
008	-2.876464	0.627511
009	-3.005395	0.720512
010	-3.118166	0.944136
011	-3.363055	0.123338
012	-3.349843	0.385122
013	-3.450562	-0.095673
014	-3.017741	-0.335656
015	-3.378620	-0.388161
016	-3.594755	-0.532539
017	-3.643788	-0.608329
018	-3.158305	-0.833533
019	-3.354391	-0.539584
020	-3.155958	-0.557426
021	-3.497575	-0.881375
022	-3.382228	-0.760185
023	-3.539640	-0.770673
024	-3.233789	-0.707075
025	-3.319712	-0.682632
026	-3.769458	-0.213129
027	-3.162015	-0.900308
028	-3.650408	-0.739643
029	-3.497833	-0.699940
030	-3.455453	-0.326924
031	-3.233543	-0.410317
032	-3.658605	-0.633209
033	-3.403645	-0.331420
034	-3.664705	-0.404328
035	-3.575410	-0.649320
036	-3.795675	-0.490699
037	-3.550757	-0.634937
038	-3.684976	-0.510032
039	-3.613180	-0.409435
040	-3.907692	-0.693378
041	-3.265444	-0.439219
042	-3.277657	-0.798464
043	-3.488183	-0.712463
044	-3.691588	-0.682569
045	-3.692697	-0.587034
046	-3.544587	-0.626227
047	-3.376645	-0.770655
048	-3.529781	-0.788543
049	-3.310461	-0.352248
050	-3.676205	-0.498225
