Feature,Wasserstein_Distance,JS_Distance
fwd_byts_b_avg,15147.024666987065,0.1064764567952094
psh_flag_cnt,27.062052005659556,0.17997543833599688
flow_pkts_s,127.71650929989636,0.1814838412686042
flow_byts_s,52373.961397687606,0.21627182283022325
pkt_len_var,95956.83526910075,0.3088601081655318
fwd_pkt_len_max,381.12091723158454,0.31911897255947186
pkt_len_std,146.79616643703832,0.3349097197173334
pkt_len_mean,135.94240058987916,0.3699334198329035
bwd_pkt_len_mean,201.29232227786088,0.3771238756254841
bwd_pkt_len_max,392.02107386120184,0.38108553947128393
fwd_psh_flags,33.69141355748099,0.4018023526552038
init_bwd_win_byts,21556.6731567325,0.41813635650552555
init_fwd_win_byts,27569.64421894969,0.478666679181267
pkt_len_min,8.548074753180195,0.5207994430383258
fwd_pkt_len_mean,103.54452839889193,0.5220717397115736
fwd_pkt_len_min,11.550623620718682,0.7457634766215251
