Target label: 4
Source file: /kaggle/input/datasets/houyujie30/qmlqgani/selected_features_train.csv
Epochs: 50
Batch size: 32
Last epoch losses:
D Loss: -3.684720
G Loss: 3.935613

Epoch log:
001	-1.882735	2.532851
002	-3.539938	4.018430
003	-3.489558	3.884227
004	-3.398397	3.824101
005	-3.507938	4.042359
006	-3.458947	4.013681
007	-3.167982	3.453327
008	-3.135114	3.442563
009	-3.315456	3.686626
010	-3.573175	4.146068
011	-3.561942	4.038312
012	-3.594701	3.541523
013	-3.720829	4.505735
014	-3.536305	3.998382
015	-3.829846	4.227278
016	-3.637135	4.672553
017	-3.781400	4.524796
018	-3.844855	4.290112
019	-3.572552	4.682727
020	-3.500561	5.289339
021	-3.754761	4.357994
022	-3.536698	4.829096
023	-3.801659	4.049538
024	-3.716419	4.295066
025	-4.046627	4.003335
026	-3.840755	5.049304
027	-4.176476	4.507067
028	-3.560696	4.300101
029	-3.753943	4.370804
030	-4.398760	4.354566
031	-3.812356	4.578941
032	-4.342267	4.571630
033	-3.985634	4.912746
034	-3.992997	5.146399
035	-3.958947	4.741298
036	-3.833349	4.552091
037	-3.821569	4.749669
038	-4.072702	4.694090
039	-3.821424	3.927118
040	-3.679614	4.339860
041	-3.546504	3.693364
042	-3.650741	3.697217
043	-3.942607	4.671600
044	-4.162780	4.280683
045	-4.005226	4.227568
046	-3.986138	4.554531
047	-3.649040	4.303003
048	-3.761820	3.963764
049	-3.766454	4.375363
050	-3.684720	3.935613
