flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts,Label,Label_Name
0.687822,905.757594261306,4.361593551820093,2.9077290345467284,1.4538645172733642,2,1,306,317,153,153,153.0,0.0,317,317,317.0,0.0,317,153,207.66666666666663,77.31034140972919,5976.888888888888,40,20,2,0.343911,0.687822,0.0,0.343911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5,207.66666666666663,0,0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,317.0,2,1,306,317,0,Bittorent
0.468472,1799.467204016462,6.403797879062142,4.269198586041428,2.134599293020714,2,1,306,537,153,153,153.0,0.0,537,537,537.0,0.0,537,153,281.0,181.01933598375615,32768.0,40,20,2,0.234236,0.468472,0.0,0.234236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5,281.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,537.0,2,1,306,537,0,Bittorent
0.0,0.0,0.0,0.0,0.0,2,0,292,0,146,146,146.0,0.0,0,0,0.0,0.0,146,146,146.0,0.0,0.0,40,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,146.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,2,0,292,0,0,Bittorent
0.0,0.0,0.0,0.0,0.0,2,0,292,0,146,146,146.0,0.0,0,0,0.0,0.0,146,146,146.0,0.0,0.0,40,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,146.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,2,0,292,0,0,Bittorent
0.0,0.0,0.0,0.0,0.0,2,0,292,0,146,146,146.0,0.0,0,0,0.0,0.0,146,146,146.0,0.0,0.0,40,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,146.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,2,0,292,0,0,Bittorent
0.0,0.0,0.0,0.0,0.0,2,0,292,0,146,146,146.0,0.0,0,0,0.0,0.0,146,146,146.0,0.0,0.0,40,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,146.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,2,0,292,0,0,Bittorent
0.0,0.0,0.0,0.0,0.0,2,0,292,0,146,146,146.0,0.0,0,0,0.0,0.0,146,146,146.0,0.0,0.0,40,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,146.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,2,0,292,0,0,Bittorent
21.859087,52.74694226707639,0.2287378242284318,0.1372426945370591,0.0914951296913727,3,2,449,704,157,146,149.66666666666666,5.185449728701348,352,352,352.0,0.0,352,146,230.6,99.20403217611673,9841.44,60,40,3,5.464771749999999,21.165072,0.0,9.065681000735918,21.504732,21.504732,0.0,10.752366,10.752366,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.6666666666666666,230.6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,149.66666666666666,352.0,3,2,449,704,0,Bittorent
0.0,0.0,0.0,0.0,0.0,2,0,292,0,146,146,146.0,0.0,0,0,0.0,0.0,146,146,146.0,0.0,0.0,40,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,146.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,2,0,292,0,0,Bittorent
0.0,0.0,0.0,0.0,0.0,2,0,292,0,146,146,146.0,0.0,0,0,0.0,0.0,146,146,146.0,0.0,0.0,40,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,146.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,2,0,292,0,0,Bittorent
0.341751,1904.8956696542216,8.778321058314386,5.852214038876258,2.926107019438129,2,1,292,359,146,146,146.0,0.0,359,359,359.0,0.0,359,146,217.0,100.40916292848976,10082.0,40,20,2,0.1708755,0.341751,0.0,0.1708755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5,217.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,359.0,2,1,292,359,0,Bittorent
0.107564,5987.133241604997,27.89037224350154,18.593581495667696,9.296790747833848,2,1,292,352,146,146,146.0,0.0,352,352,352.0,0.0,352,146,214.66666666666663,97.10933128295252,9430.22222222222,40,20,2,0.053782,0.107564,0.0,0.053782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5,214.66666666666663,0,0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,352.0,2,1,292,352,0,Bittorent
0.242457,2631.394432827264,12.373328054046697,8.248885369364464,4.124442684682232,2,1,292,346,146,146,146.0,0.0,346,346,346.0,0.0,346,146,212.66666666666663,94.28090415820634,8888.888888888889,40,20,2,0.1212285,0.242457,0.0,0.1212285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5,212.66666666666663,0,0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,346.0,2,1,292,346,0,Bittorent
0.386496,1684.3641331346248,7.762046696472926,5.1746977976486175,2.5873488988243087,2,1,292,359,146,146,146.0,0.0,359,359,359.0,0.0,359,146,217.0,100.40916292848976,10082.0,40,20,2,0.193248,0.386496,0.0,0.193248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5,217.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,359.0,2,1,292,359,0,Bittorent
0.224073,2847.286375422296,13.388493928318004,8.92566261887867,4.462831309439335,2,1,292,346,146,146,146.0,0.0,346,346,346.0,0.0,346,146,212.66666666666663,94.28090415820634,8888.888888888889,40,20,2,0.1120365,0.224073,0.0,0.1120365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5,212.66666666666663,0,0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,346.0,2,1,292,346,0,Bittorent
0.328314,1982.857873864654,9.137593888777207,6.091729259184805,3.0458646295924026,2,1,292,359,146,146,146.0,0.0,359,359,359.0,0.0,359,146,217.0,100.40916292848976,10082.0,40,20,2,0.164157,0.328314,0.0,0.164157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5,217.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,359.0,2,1,292,359,0,Bittorent
0.0,0.0,0.0,0.0,0.0,2,0,292,0,146,146,146.0,0.0,0,0,0.0,0.0,146,146,146.0,0.0,0.0,40,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,146.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,2,0,292,0,0,Bittorent
0.105557,6100.969144632758,28.420663717233342,18.947109144822228,9.473554572411114,2,1,292,352,146,146,146.0,0.0,352,352,352.0,0.0,352,146,214.66666666666663,97.10933128295252,9430.22222222222,40,20,2,0.0527785,0.105557,0.0,0.0527785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5,214.66666666666663,0,0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,352.0,2,1,292,352,0,Bittorent
0.127643,5045.321717603002,23.50305147951709,15.668700986344726,7.834350493172363,2,1,292,352,146,146,146.0,0.0,352,352,352.0,0.0,352,146,214.66666666666663,97.10933128295252,9430.22222222222,40,20,2,0.0638215,0.127643,0.0,0.0638215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5,214.66666666666663,0,0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,352.0,2,1,292,352,0,Bittorent
0.282159,2282.401057559745,10.632303063166512,7.088202042111009,3.5441010210555044,2,1,292,352,146,146,146.0,0.0,352,352,352.0,0.0,352,146,214.66666666666663,97.10933128295252,9430.22222222222,40,20,2,0.1410795,0.282159,0.0,0.1410795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5,214.66666666666663,0,0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,352.0,2,1,292,352,0,Bittorent
0.0,0.0,0.0,0.0,0.0,2,0,292,0,146,146,146.0,0.0,0,0,0.0,0.0,146,146,146.0,0.0,0.0,40,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,146.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,2,0,292,0,0,Bittorent
0.238791,2621.539337747235,12.563287561088986,8.375525040725991,4.187762520362996,2,1,292,334,146,146,146.0,0.0,334,334,334.0,0.0,334,146,208.66666666666663,88.62404990871396,7854.222222222223,40,20,2,0.1193955,0.238791,0.0,0.1193955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5,208.66666666666663,0,0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,334.0,2,1,292,334,0,Bittorent
1.675317,363.5132933050879,1.790705878350187,1.1938039189001246,0.5969019594500623,2,1,292,317,146,146,146.0,0.0,317,317,317.0,0.0,317,146,203.0,80.61017305526642,6498.0,40,20,2,0.8376585,1.675317,0.0,0.8376585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5,203.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,317.0,2,1,292,317,0,Bittorent
0.354347,1831.5380121745068,8.466277406045485,5.644184937363657,2.8220924686818285,2,1,292,357,146,146,146.0,0.0,357,357,357.0,0.0,357,146,216.33333333333331,99.46635388690768,9893.555555555557,40,20,2,0.1771735,0.354347,0.0,0.1771735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5,216.33333333333331,0,0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,357.0,2,1,292,357,0,Bittorent
0.354147,1838.219722318698,8.471058628196767,5.647372418797844,2.823686209398922,2,1,292,359,146,146,146.0,0.0,359,359,359.0,0.0,359,146,217.0,100.40916292848976,10082.0,40,20,2,0.1770735,0.354147,0.0,0.1770735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5,217.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,359.0,2,1,292,359,0,Bittorent
0.367285,1679.8943599656943,8.168043889622501,5.445362593081668,2.722681296540834,2,1,292,325,146,146,146.0,0.0,325,325,325.0,0.0,325,146,205.66666666666663,84.38140922159468,7120.222222222223,40,20,2,0.1836425,0.367285,0.0,0.1836425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5,205.66666666666663,0,0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,325.0,2,1,292,325,0,Bittorent
0.0,0.0,0.0,0.0,0.0,2,0,292,0,146,146,146.0,0.0,0,0,0.0,0.0,146,146,146.0,0.0,0.0,40,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,146.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,2,0,292,0,0,Bittorent
0.323601,1990.105098562736,9.27067592498169,6.18045061665446,3.0902253083272297,2,1,292,352,146,146,146.0,0.0,352,352,352.0,0.0,352,146,214.66666666666663,97.10933128295252,9430.22222222222,40,20,2,0.1618005,0.323601,0.0,0.1618005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5,214.66666666666663,0,0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,352.0,2,1,292,352,0,Bittorent
0.0,0.0,0.0,0.0,0.0,2,0,292,0,146,146,146.0,0.0,0,0,0.0,0.0,146,146,146.0,0.0,0.0,40,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,146.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,2,0,292,0,0,Bittorent
15.047265,26.317074896999557,0.3987435590454478,0.3987435590454478,0.0,6,0,396,0,66,66,66.0,0.0,0,0,0.0,0.0,66,66,66.0,0.0,0.0,120,0,0,3.009453,8.013441,0.0,2.8313668301956216,15.047265,8.013441,0.0,3.009453,2.8313668301956216,0.0,0.0,0.0,0.0,0.0,0,0,0,6,0,0,0,0.0,66.0,64240,0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,6,0,396,0,0,Bittorent
5.907373,181.46814159187173,0.8463999141411928,0.5078399484847157,0.3385599656564771,3,2,438,634,146,146,146.0,0.0,317,317,317.0,0.0,317,146,214.4,83.77254920318468,7017.839999999999,60,40,3,1.4768432499999995,5.263131,0.0,2.190461095956325,5.519406,5.519406,0.0,2.759703,2.759703,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.6666666666666666,214.4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,317.0,3,2,438,634,0,Bittorent
0.0,0.0,0.0,0.0,0.0,2,0,292,0,146,146,146.0,0.0,0,0,0.0,0.0,146,146,146.0,0.0,0.0,40,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,146.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,2,0,292,0,0,Bittorent
