Target label: 7
Source file: /kaggle/input/datasets/houyujie30/qmlqgani/selected_features_train.csv
Epochs: 50
Batch size: 32
Last epoch losses:
D Loss: -3.317374
G Loss: 1.559522

Epoch log:
001	-0.929318	1.441675
002	-1.848469	2.468159
003	-2.669008	3.526541
004	-2.745866	3.005510
005	-2.197980	2.029492
006	-2.062436	1.519793
007	-1.970515	2.078757
008	-2.046068	1.457074
009	-2.190107	2.163527
010	-1.830640	2.133518
011	-2.441974	1.974208
012	-2.343382	1.207726
013	-2.417834	1.949195
014	-2.991857	2.995756
015	-2.943551	2.977597
016	-3.169351	3.880456
017	-2.993406	3.422996
018	-3.035197	3.390457
019	-3.363281	3.418687
020	-3.096974	3.131448
021	-3.320574	3.330738
022	-3.383740	2.760575
023	-3.007236	3.192529
024	-3.258957	2.577968
025	-3.417328	2.591766
026	-3.354331	2.704134
027	-3.346259	3.525348
028	-3.195590	1.938935
029	-3.346442	2.504138
030	-3.317386	2.178828
031	-3.198827	1.630179
032	-3.296809	2.416826
033	-3.071480	2.215787
034	-2.955976	2.745041
035	-3.289873	2.420484
036	-3.281657	1.719115
037	-3.312865	1.614854
038	-3.595803	2.078367
039	-3.502392	2.749588
040	-3.387032	2.312548
041	-3.444827	1.904279
042	-3.497592	1.633976
043	-3.140112	1.588740
044	-3.075606	1.883472
045	-2.893170	1.308159
046	-3.298843	2.060143
047	-3.403565	1.562645
048	-3.284190	1.692647
049	-3.187750	1.278524
050	-3.317374	1.559522
