Feature,Wasserstein_Distance,JS_Distance
flow_byts_s,46388.162128981225,0.13753740707035647
fwd_byts_b_avg,22703.50985765586,0.1531536996438912
flow_pkts_s,106.18191563604307,0.18236336837615263
psh_flag_cnt,50.189263441695545,0.23119182940955724
fwd_pkt_len_max,578.9417406076641,0.26187846548390725
pkt_len_var,184195.89538375326,0.3053254239942812
bwd_pkt_len_mean,143.77946332752649,0.31226309333858854
pkt_len_mean,125.90144055412645,0.3163624980272346
fwd_pkt_len_mean,124.35773395094003,0.3240018072008979
bwd_pkt_len_max,504.48407946329684,0.33319896283850736
fwd_psh_flags,52.72452651717071,0.3939099346499772
pkt_len_std,208.4546459372014,0.463568307772413
fwd_pkt_len_min,12.118329754376862,0.46660440194844693
pkt_len_min,7.468322807008432,0.48620482604713805
init_bwd_win_byts,24857.642595372887,0.5223534448960762
init_fwd_win_byts,26972.54898747242,0.5231444265702514
